institucion,tasa_de_interes_bruta_en_porcentaje_anual,rango_de_plazo_plazo_minimo,rango_de_plazo_plazo_maximo,tipo_de_instrumento,rango_de_inversion_monto_minimo,rango_de_inversion_monto_maximo,tipo_de_tasa,fecha_de_la_informacion
Scotiabank,0.8000,35,35,PAGARÉ,5000,24999,Fija,11/05/2018
Scotiabank,0.7500,14,14,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,0.7500,14,14,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,0.7500,21,21,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,0.7500,21,21,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,0.7500,22,27,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,0.7500,22,27,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,0.7000,7,7,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,0.7000,7,7,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,0.6500,1,6,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,0.6500,1,6,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,0.6500,7,7,PAGARÉ,1000,4999,Fija,11/05/2018
Scotiabank,0.6500,7,7,PAGARÉ,5000,24999,Fija,11/05/2018
Scotiabank,0.6500,14,14,PAGARÉ,1000,4999,Fija,11/05/2018
Scotiabank,0.6500,14,14,PAGARÉ,5000,24999,Fija,11/05/2018
Scotiabank,0.6500,21,21,PAGARÉ,1000,4999,Fija,11/05/2018
Scotiabank,0.6500,21,21,PAGARÉ,5000,24999,Fija,11/05/2018
Scotiabank,0.6500,22,27,PAGARÉ,1000,4999,Fija,11/05/2018
Scotiabank,0.6500,22,27,PAGARÉ,5000,24999,Fija,11/05/2018
Scotiabank,0.5500,1,6,PAGARÉ,5000,24999,Fija,11/05/2018
Shinhan,6.2080,180,180,PAGARÉ,500000,9999999999,Fija,11/05/2018
Shinhan,6.1840,90,90,PAGARÉ,500000,9999999999,Fija,11/05/2018
Shinhan,6.1680,360,360,PAGARÉ,500000,9999999999,Fija,11/05/2018
Shinhan,6.0160,28,28,PAGARÉ,500000,9999999999,Fija,11/05/2018
VW Bank,7.5000,180,360,PAGARÉ,1000000,1999999,Fija,11/05/2018
VW Bank,7.5000,180,360,PAGARÉ,2000000,2999999,Fija,11/05/2018
VW Bank,7.5000,180,360,PAGARÉ,3000000,4999999,Fija,11/05/2018
VW Bank,7.5000,180,360,PAGARÉ,5000000,6999999,Fija,11/05/2018
VW Bank,7.5000,180,360,PAGARÉ,7000000,9999999,Fija,11/05/2018
VW Bank,7.5000,180,360,PAGARÉ,10000000,999999999,Fija,11/05/2018
VW Bank,7.1500,180,360,PAGARÉ,500000,999999,Fija,11/05/2018
VW Bank,7.0500,180,360,PAGARÉ,250000,499999,Fija,11/05/2018
VW Bank,7.0000,91,179,PAGARÉ,1000000,1999999,Fija,11/05/2018
VW Bank,7.0000,91,179,PAGARÉ,2000000,2999999,Fija,11/05/2018
VW Bank,7.0000,91,179,PAGARÉ,3000000,4999999,Fija,11/05/2018
VW Bank,7.0000,91,179,PAGARÉ,5000000,6999999,Fija,11/05/2018
VW Bank,7.0000,91,179,PAGARÉ,7000000,9999999,Fija,11/05/2018
VW Bank,7.0000,91,179,PAGARÉ,10000000,999999999,Fija,11/05/2018
VW Bank,6.9000,180,360,PAGARÉ,100000,249999,Fija,11/05/2018
VW Bank,6.8500,91,179,PAGARÉ,500000,999999,Fija,11/05/2018
VW Bank,6.7500,91,179,PAGARÉ,250000,499999,Fija,11/05/2018
VW Bank,6.6000,91,179,PAGARÉ,100000,249999,Fija,11/05/2018
VW Bank,6.6000,180,360,PAGARÉ,25000,99999,Fija,11/05/2018
VW Bank,6.5000,28,90,PAGARÉ,1000000,1999999,Fija,11/05/2018
VW Bank,6.5000,28,90,PAGARÉ,2000000,2999999,Fija,11/05/2018
VW Bank,6.5000,28,90,PAGARÉ,3000000,4999999,Fija,11/05/2018
VW Bank,6.5000,28,90,PAGARÉ,5000000,6999999,Fija,11/05/2018
VW Bank,6.5000,28,90,PAGARÉ,7000000,9999999,Fija,11/05/2018
VW Bank,6.5000,28,90,PAGARÉ,10000000,999999999,Fija,11/05/2018
VW Bank,6.3500,28,90,PAGARÉ,500000,999999,Fija,11/05/2018
VW Bank,6.2500,28,90,PAGARÉ,250000,499999,Fija,11/05/2018
VW Bank,6.1000,28,90,PAGARÉ,100000,249999,Fija,11/05/2018
VW Bank,5.6000,91,179,PAGARÉ,25000,99999,Fija,11/05/2018
VW Bank,5.6000,180,360,PAGARÉ,1000,24999,Fija,11/05/2018
VW Bank,5.1000,28,90,PAGARÉ,25000,99999,Fija,11/05/2018
VW Bank,5.1000,91,179,PAGARÉ,1000,24999,Fija,11/05/2018
VW Bank,4.6000,28,90,PAGARÉ,1000,24999,Fija,11/05/2018
VW Bank,4.5000,14,27,PAGARÉ,1000000,1999999,Fija,11/05/2018
VW Bank,4.5000,14,27,PAGARÉ,2000000,2999999,Fija,11/05/2018
VW Bank,4.5000,14,27,PAGARÉ,3000000,4999999,Fija,11/05/2018
VW Bank,4.5000,14,27,PAGARÉ,5000000,6999999,Fija,11/05/2018
VW Bank,4.5000,14,27,PAGARÉ,7000000,9999999,Fija,11/05/2018
VW Bank,4.5000,14,27,PAGARÉ,10000000,999999999,Fija,11/05/2018
VW Bank,4.0000,14,27,PAGARÉ,100000,249999,Fija,11/05/2018
VW Bank,4.0000,14,27,PAGARÉ,250000,499999,Fija,11/05/2018
VW Bank,4.0000,14,27,PAGARÉ,500000,999999,Fija,11/05/2018
VW Bank,3.5500,7,13,PAGARÉ,1000000,1999999,Fija,11/05/2018
VW Bank,3.5500,7,13,PAGARÉ,2000000,2999999,Fija,11/05/2018
VW Bank,3.5500,7,13,PAGARÉ,3000000,4999999,Fija,11/05/2018
VW Bank,3.5500,7,13,PAGARÉ,5000000,6999999,Fija,11/05/2018
VW Bank,3.5500,7,13,PAGARÉ,7000000,9999999,Fija,11/05/2018
VW Bank,3.5500,7,13,PAGARÉ,10000000,999999999,Fija,11/05/2018
VW Bank,3.5000,14,27,PAGARÉ,25000,99999,Fija,11/05/2018
VW Bank,3.3000,7,13,PAGARÉ,25000,99999,Fija,11/05/2018
VW Bank,3.3000,7,13,PAGARÉ,100000,249999,Fija,11/05/2018
VW Bank,3.3000,7,13,PAGARÉ,250000,499999,Fija,11/05/2018
VW Bank,3.3000,7,13,PAGARÉ,500000,999999,Fija,11/05/2018
VW Bank,3.3000,14,27,PAGARÉ,1000,24999,Fija,11/05/2018
VW Bank,3.0000,7,13,PAGARÉ,1000,24999,Fija,11/05/2018
Ve por Más,7.5426,281,370,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Ve por Más,7.4899,281,370,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Ve por Más,7.4824,191,280,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Ve por Más,7.4824,271,360,PAGARÉ,10000000,999999999,Fija,11/05/2018
Ve por Más,7.4523,101,190,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Ve por Más,7.4523,181,270,PAGARÉ,10000000,999999999,Fija,11/05/2018
Ve por Más,7.4448,121,180,PAGARÉ,10000000,999999999,Fija,11/05/2018
Ve por Más,7.4298,70,90,PAGARÉ,10000000,999999999,Fija,11/05/2018
Ve por Más,7.4298,191,280,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Ve por Más,7.4298,271,360,PAGARÉ,5000000,9999999,Fija,11/05/2018
Ve por Más,7.4298,281,370,DEPOSITO A PLAZO,2500000,4999999,Fija,11/05/2018
Ve por Más,7.4147,91,100,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Ve por Más,7.4147,91,120,PAGARÉ,10000000,999999999,Fija,11/05/2018
Ve por Más,7.3997,101,190,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Ve por Más,7.3997,181,270,PAGARÉ,5000000,9999999,Fija,11/05/2018
Ve por Más,7.3922,121,180,PAGARÉ,5000000,9999999,Fija,11/05/2018
Ve por Más,7.3846,28,69,PAGARÉ,10000000,999999999,Fija,11/05/2018
Ve por Más,7.3771,70,90,PAGARÉ,5000000,9999999,Fija,11/05/2018
Ve por Más,7.3771,281,370,DEPOSITO A PLAZO,1000000,2499999,Fija,11/05/2018
Ve por Más,7.3696,191,280,DEPOSITO A PLAZO,2500000,4999999,Fija,11/05/2018
Ve por Más,7.3696,271,360,PAGARÉ,2500000,4999999,Fija,11/05/2018
Ve por Más,7.3621,91,100,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Ve por Más,7.3621,91,120,PAGARÉ,5000000,9999999,Fija,11/05/2018
Ve por Más,7.3395,101,190,DEPOSITO A PLAZO,2500000,4999999,Fija,11/05/2018
Ve por Más,7.3395,181,270,PAGARÉ,2500000,4999999,Fija,11/05/2018
Ve por Más,7.3320,28,69,PAGARÉ,5000000,9999999,Fija,11/05/2018
Ve por Más,7.3320,121,180,PAGARÉ,2500000,4999999,Fija,11/05/2018
Ve por Más,7.3170,70,90,PAGARÉ,2500000,4999999,Fija,11/05/2018
Ve por Más,7.3170,191,280,DEPOSITO A PLAZO,1000000,2499999,Fija,11/05/2018
Ve por Más,7.3170,271,360,PAGARÉ,1000000,2499999,Fija,11/05/2018
Ve por Más,7.3019,91,100,DEPOSITO A PLAZO,2500000,4999999,Fija,11/05/2018
Ve por Más,7.3019,91,120,PAGARÉ,2500000,4999999,Fija,11/05/2018
Ve por Más,7.2869,101,190,DEPOSITO A PLAZO,1000000,2499999,Fija,11/05/2018
Ve por Más,7.2869,181,270,PAGARÉ,1000000,2499999,Fija,11/05/2018
Ve por Más,7.2794,121,180,PAGARÉ,1000000,2499999,Fija,11/05/2018
Ve por Más,7.2718,28,69,PAGARÉ,2500000,4999999,Fija,11/05/2018
Ve por Más,7.2643,70,90,PAGARÉ,1000000,2499999,Fija,11/05/2018
Ve por Más,7.2493,91,100,DEPOSITO A PLAZO,1000000,2499999,Fija,11/05/2018
Ve por Más,7.2493,91,120,PAGARÉ,1000000,2499999,Fija,11/05/2018
Ve por Más,7.2192,28,69,PAGARÉ,1000000,2499999,Fija,11/05/2018
Ve por Más,6.3394,7,27,PAGARÉ,10000000,999999999,Fija,11/05/2018
Ve por Más,6.0235,281,370,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Ve por Más,5.9634,191,280,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Ve por Más,5.9634,271,360,PAGARÉ,500000,999999,Fija,11/05/2018
Ve por Más,5.9333,101,190,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Ve por Más,5.9333,181,270,PAGARÉ,500000,999999,Fija,11/05/2018
Ve por Más,5.9258,121,180,PAGARÉ,500000,999999,Fija,11/05/2018
Ve por Más,5.9107,70,90,PAGARÉ,500000,999999,Fija,11/05/2018
Ve por Más,5.9032,7,27,PAGARÉ,5000000,9999999,Fija,11/05/2018
Ve por Más,5.8957,91,100,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Ve por Más,5.8957,91,120,PAGARÉ,500000,999999,Fija,11/05/2018
Ve por Más,5.7528,281,370,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Ve por Más,5.6926,191,280,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Ve por Más,5.6926,271,360,PAGARÉ,200000,499999,Fija,11/05/2018
Ve por Más,5.6626,101,190,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Ve por Más,5.6626,181,270,PAGARÉ,200000,499999,Fija,11/05/2018
Ve por Más,5.6550,121,180,PAGARÉ,200000,499999,Fija,11/05/2018
Ve por Más,5.6400,70,90,PAGARÉ,200000,499999,Fija,11/05/2018
Ve por Más,5.6250,91,100,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Ve por Más,5.6250,91,120,PAGARÉ,200000,499999,Fija,11/05/2018
Ve por Más,5.4144,28,69,PAGARÉ,200000,499999,Fija,11/05/2018
Ve por Más,5.4144,28,69,PAGARÉ,500000,999999,Fija,11/05/2018
Ve por Más,5.3542,7,27,PAGARÉ,1000000,2499999,Fija,11/05/2018
Ve por Más,5.3542,7,27,PAGARÉ,2500000,4999999,Fija,11/05/2018
Ve por Más,3.1810,7,27,PAGARÉ,200000,499999,Fija,11/05/2018
Ve por Más,3.1810,7,27,PAGARÉ,500000,999999,Fija,11/05/2018
